id,name,grade,description,code,eftId,genderNum,quality,baseAttack,attackGrow,baseDefense,defendGrow,baseHp,hpGrow,baseMagic,mpGrow,geniusMagicType,spiritToRecruit,relationName1,relationDescription1,karma1DemandId,relationName2,relationDescription2,karma2DemandId,relationName3,relationDescription3,karma3DemandId,relationName4,relationDescription4,karma4DemandId,relationName5,relationDescription5,karma5DemandId,relationName6,relationDescription6,karma6DemandId,relationName7,relationDescription7,karma7DemandId,relationName8,relationDescription8,karma8DemandId,maxJueweiDressLevel,compelPrice,cardMeritNum,spiritMeritNum,decomposeRende,decomposeSpiritRende,arcaneTalentId1,arcaneTalentId2,arcaneTalentId3,arcaneTalentId4,arcaneTalentId5,arcaneTalentId6,arcaneTalentId7,arcaneTalentId8,arcaneTalentId9,arcaneTalentId10,arcaneTalentId11,arcaneTalentId12,arcaneTalentId13,arcaneTalentId14,arcaneTalentId15,armType,armCode,compatibility,camp,campNum,dialogue,dub,acquire,showMultiMifa,type,attackSpeed,attackRange,tfAttackEc,canAwake,awakeLevel1,awakeGrade1,awakeAttackGrow1,awakePowerGrow1,awakeMilitaryGrow1,awakeDefendGrow1,AwakeGeniusMagicType1,awakeTalent1,awakeLevel2,awakeGrade2,awakeAttackGrow2,awakePowerGrow2,awakeMilitaryGrow2,awakeDefendGrow2,AwakeGeniusMagicType2,awakeTalent2,awakeLevel3,awakeGrade3,awakeAttackGrow3,awakePowerGrow3,awakeMilitaryGrow3,awakeDefendGrow3,AwakeGeniusMagicType3,awakeTalent3,awakeLevel4,awakeGrade4,awakeAttackGrow4,awakePowerGrow4,awakeMilitaryGrow4,awakeDefendGrow4,AwakeGeniusMagicType4,awakeTalent4,yuanShenMaxLevel,mingGeMaxLevel,evolutionToAwark1,evolutionToAwark2,evolutionToAwark3,evolutionToAwark4,ascendingStarMagicUnlockLevel,globalTalentIds,isDanjiang,hasEvolved,gradeNeedStr1,gradeNeedStr2,gradeNeedStr3,gradeNeedStr4,gradeNeedStr5,gradeNeedStr6,gradeNeedStr7,gradeNeedStr8,gradeNeedStr9,gradeNeedStr10,gradeNeedStr11,gradeNeedStr12,gradeNeedStr13,gradeNeedStr14,gradeNeedStr15,karma1DemandTypeInt,karma2DemandTypeInt,karma3DemandTypeInt,karma4DemandTypeInt,karma5DemandTypeInt,karma6DemandTypeInt,awakeNeedStr1,awakeNeedStr2,awakeNeedStr3,awakeNeedStr4,yuanShenNeedStr0,yuanShenNeedStr1,yuanShenNeedStr2,yuanShenNeedStr3,yuanShenNeedStr4,yuanShenNeedStr5,yuanShenNeedStr6,yuanShenNeedStr7,yuanShenTalent0,yuanShenTalent1,yuanShenTalent2,yuanShenTalent3,yuanShenTalent4,yuanShenTalent5,yuanShenTalent6,yuanShenTalent7,mingGeNeedStr0,mingGeNeedStr1,mingGeNeedStr2,mingGeNeedStr3,mingGeNeedStr4,mingGeNeedStr5,mingGeNeedStr6,mingGeNeedStr7,mingGeTalent0,mingGeTalent1,mingGeTalent2,mingGeTalent3,mingGeTalent4,mingGeTalent5,mingGeTalent6,mingGeTalent7,karma7DemandTypeInt,karma8DemandTypeInt,
14003,奥黛丽,25,女神特工,friend142,friend142,0,4,700,35.0,360,18.0,1080,54.0,800,40.0,20223,200,女神特工,奥黛丽身为女神特工，威力+30%,0,北斗防护服,装备#30092#，防御+25%,30092,巨扳,装备#30024#，攻击+30%,30024,黑白双煞,与#15011#齐上阵，威力+25%,15011,姐妹同心,与#14025#齐上阵，威力+30%,14025,,,,,,,,,,300,30000,18000,90,1000,5,245,85,145,80766,,0,,,,,,,,,,0,army007,50,群,3,我鬼神之女吕玲绮，会带领大家走向胜利,,0.378611111111111,,0,1,21,100,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,4,3,1,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
14025,沙利叶,18,女神特工,friend161,friend161,1,4,320,16.0,280,14.0,900,45.0,300,15.0,20222,200,女神特工,沙利叶身为女神特工，威力+30%,0,电子发夹,装备#30127#，军力+25%,30127,马格南手枪,装备#30016#，攻击+30%,30016,三叉戟S350,装备座驾#60017#，军力+25%,60017,复仇联盟,与#14026#齐上阵，威力+30%,14026,,,,,,,,,,300,30000,18000,90,1000,5,225,85,145,80766,,0,,,,,,,,,,1,army004,80,复仇,2,国之大计，审势为先,,33|7|9:70:451,,1,4,21,50,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,5,3,6,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
14026,加百列,18,女神特工,friend145,friend145,1,4,400,20.0,200,10.0,900,45.0,300,15.0,20224,200,女神特工,加百列身为女神特工，威力+30%,0,夜视仪,装备#30122#，军力+25%,30122,强力弩枪,装备#30022#，攻击+30%,30022,天空F3,装备座驾#60021#，防御+25%,60021,复仇联盟,与#14025#，#14027#齐上阵，威力+30%,14025，14027,,,,,,,,,,300,30000,18000,90,1000,5,205,85,145,80766,,0,,,,,,,,,,1,army004,80,复仇,2,伤敌于千里之外，索命于须臾之间,,33|7|9:70:451,,2,3,21,240,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,5,3,6,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
14027,雷米尔,18,女神特工,friend163,,1,4,440,22.0,180,9.0,800,40.0,360,18.0,20221,200,女神特工,雷米尔身为女神特工，威力+30%,0,迷彩太阳帽,装备#30124#，军力+25%,30124,巴顿军刀,装备#30027#，攻击+30%,30027,Ⅲ型风鸣核心,装备毁灭核心#20044#，威力+25%,20044,复仇联盟,与#14026#齐上阵，威力+30%,14026,,,,,,,,,,300,30000,18000,90,1000,5,205,85,145,80766,,0,,,,,,,,,,1,army004,85,复仇,2,合纵连横，方能以弱胜强。,,7|9:70:451,,2,3,21,240,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,5,3,2,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
14028,西迪,18,女神特工,friend164,,1,4,320,16.0,220,11.0,780,39.0,540,27.0,20224,200,女神特工,西迪身为女神特工，威力+30%,0,电子发夹,装备#30127#，军力+25%,30127,心灵控制器,装备#30042#，攻击+30%,30042,炫风S7,装备座驾#60019#，军力+25%,60019,秩序联盟,与#14029#齐上阵，威力+30%,14029,,,,,,,,,,300,30000,18000,90,1000,5,205,85,145,80766,,0,,,,,,,,,,1,army004,35,秩序,0,父亲未尽的理想，由我来实现,,7|9:70:451,,2,3,21,240,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,5,3,6,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
14029,乌列,18,女神特工,friend165,hongyan120,1,4,400,20.0,200,10.0,900,45.0,300,15.0,20226,200,女神特工,乌列身为女神特工，威力+30%,0,魔影耳机,装备#30128#，军力+25%,30128,巨扳,装备#30024#，攻击+30%,30024,黑豹E1,装备座驾#60016#，军力+25%,60016,秩序联盟,与#14028#齐上阵，威力+30%,14028,,,,,,,,,,300,30000,18000,90,1000,5,245,125,145,80766,,0,,,,,,,,,,0,army007,35,秩序,0,以天下的顶点为目标，前进吧,,7|9:70:451,,1,4,21,50,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,5,3,6,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
14031,叶之云,20,女神特工,friend429,hongyan172,1,4,460,23.0,280,14.0,1080,54.0,640,32.0,20224,200,女神特工,叶之云身为女神特工，威力+30%,0,西式礼帽,装备#30123#，军力+25%,30123,强力弩枪,装备#30022#，攻击+30%,30022,Ⅲ型红莲核心,装备#20063#，军力+25%,20063,姐妹同心,与#14032#，#14033#齐上阵，威力+40%,14032，14033,,,,,,,,,,300,30000,18000,90,1000,5,205,85,145,80766,,0,,,,,,,,,,2,army001,50,群,4,元芳你怎么看？,,7|9:70:451,,2,3,21,240,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,5,3,2,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
14032,伊丽莎白,20,女神特工,friend430,hongyan173,1,4,480,24.0,320,16.0,1020,51.0,580,29.0,20222,200,女神特工,伊丽莎白身为女神特工，威力+30%,0,航海帽,装备#30126#，军力+25%,30126,双管猎枪,装备#30032#，攻击+30%,30032,Ⅲ型魔音核心,装备#20061#，军力+25%,20061,姐妹同心,与#14031#，#14033#齐上阵，威力+40%,14031，14033,,,,,,,,,,300,30000,18000,90,1000,5,225,85,145,80766,,0,,,,,,,,,,1,army004,50,群,4,李元芳在此,,7|9:70:451,,2,3,21,240,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,5,3,2,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
14033,萨尔玛特,20,女神特工,friend431,,1,4,500,25.0,260,13.0,900,45.0,780,39.0,20224,200,女神特工,萨尔玛特身为女神特工，威力+30%,0,电子发夹,装备#30127#，军力+25%,30127,沙漠之鹰手枪,装备#30021#，攻击+30%,30021,Ⅲ型踏月核心,装备#20059#，军力+25%,20059,姐妹同心,与#14031#，#14032#齐上阵，威力+40%,14031，14032,,,,,,,,,,300,30000,18000,90,1000,5,205,85,145,80766,,0,,,,,,,,,,0,army007,50,群,4,我是高渐离，我为荣耀而战,,7|9:70:451,,2,3,21,240,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,5,3,2,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
14034,格特,20,女神特工,friend432,hongyan285,1,4,500,25.0,260,13.0,900,45.0,780,39.0,20221,200,女神特工,格特身为女神特工，威力+30%,0,嘻哈鸭舌帽,装备#30125#，军力+25%,30125,沙漠之鹰手枪,装备#30021#，攻击+30%,30021,Ⅲ型星陨核心,装备#20058#，军力+25%,20058,姐妹同心,与#14033#，#14035#齐上阵，威力+40%,14033，14035,,,,,,,,,,300,30000,18000,90,1000,5,205,85,145,80766,,0,,,,,,,,,,1,army004,50,群,4,宫本武藏听候您的吩咐,,7|9:70:451,,1,4,21,50,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,5,3,2,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
14035,西木阳子,20,女神特工,friend433,hongyan287,0,4,460,23.0,280,14.0,1080,54.0,640,32.0,20224,200,女神特工,西木阳子身为女神特工，威力+30%,0,Ⅱ型飞星核心,装备#20015#，军力+25%,20015,武士太刀,装备#30015#，攻击+30%,30015,Ⅲ型星陨核心,装备#20058#，军力+25%,20058,姐妹同心,与#14033#，#14034#齐上阵，威力+40%,14033，14034,,,,,,,,,,300,30000,18000,90,1000,5,205,125,145,80766,,0,,,,,,,,,,2,army001,50,群,4,鲁班大师，巧夺天工,,7|9:70:451,,0,1,21,100,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,,,0,0,,,,,,,0,0,7:40018:8,7:40018:16,7:40018:32|7:40097:8,7:40018:64|7:40097:16,,,,,,,,,,,,8,2,3,2,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,
